Water-Cement Ratio,Compressive Strength (N/mmÂ²)
0.5042222222,29.22558923
0.5051111111,29.49494949
0.5051111111,29.09090909
0.5051111111,29.36026936
0.5051111111,28.95622896
0.5051111111,29.22558923
0.506,29.49494949
0.506,29.36026936
0.506,29.09090909
0.506,29.22558923
0.506,28.95622896
0.5068888889,28.82154882
0.5068888889,28.95622896
0.5068888889,29.36026936
0.5068888889,29.22558923
0.5068888889,29.09090909
0.5077777778,28.82154882
0.5077777778,28.95622896
0.5077777778,29.09090909
0.5077777778,29.22558923
0.5077777778,29.36026936
0.5086666667,29.09090909
0.5086666667,28.82154882
0.5086666667,28.95622896
0.5086666667,28.68686869
0.5086666667,29.22558923
0.5095555556,28.95622896
0.5095555556,28.68686869
0.5095555556,29.09090909
0.5095555556,28.82154882
0.5104444444,29.09090909
0.5104444444,28.95622896
0.5104444444,28.55218855
0.5104444444,28.68686869
0.5104444444,28.82154882
0.5113333333,28.55218855
0.5113333333,28.68686869
0.5113333333,28.95622896
0.5113333333,28.82154882
0.5113333333,33.26599327
0.5122222222,28.41750842
0.5122222222,28.55218855
0.5122222222,28.95622896
0.5122222222,28.82154882
0.5122222222,28.68686869
0.5131111111,28.68686869
0.5131111111,28.41750842
0.5131111111,28.82154882
0.5131111111,28.55218855
0.5131111111,28.28282828
0.514,28.55218855
0.514,28.68686869
0.514,28.41750842
0.514,28.28282828
0.5148888889,28.14814815
0.5148888889,28.28282828
0.5148888889,28.68686869
0.5148888889,28.41750842
0.5148888889,28.55218855
0.5157777778,28.14814815
0.5157777778,28.28282828
0.5157777778,28.41750842
0.5157777778,28.55218855
0.5166666667,28.41750842
0.5166666667,28.55218855
0.5166666667,28.28282828
0.5166666667,28.01346801
0.5166666667,28.14814815
0.5175555556,28.28282828
0.5175555556,28.41750842
0.5175555556,28.01346801
0.5175555556,33.26599327
0.5175555556,28.14814815
0.5184444444,28.41750842
0.5184444444,27.87878788
0.5184444444,28.01346801
0.5184444444,28.14814815
0.5184444444,28.28282828
0.5193333333,28.14814815
0.5193333333,28.01346801
0.5193333333,27.87878788
0.5193333333,28.28282828
0.5202222222,28.01346801
0.5202222222,27.74410774
0.5202222222,28.14814815
0.5202222222,27.87878788
0.5211111111,27.60942761
0.5211111111,28.14814815
0.5211111111,28.01346801
0.5211111111,27.74410774
0.5211111111,27.87878788
0.522,27.74410774
0.522,27.87878788
0.522,27.60942761
0.522,28.01346801
0.5228888889,28.01346801
0.5228888889,27.74410774
0.5228888889,27.60942761
0.5228888889,27.87878788
0.5228888889,27.47474747
0.5237777778,27.47474747
0.5237777778,27.60942761
0.5237777778,27.87878788
0.5237777778,27.74410774
0.5246666667,27.74410774
0.5246666667,27.87878788
0.5246666667,27.60942761
0.5246666667,27.34006734
0.5246666667,27.47474747
0.5255555556,27.74410774
0.5255555556,27.60942761
0.5255555556,27.34006734
0.5255555556,27.47474747
0.5264444444,27.74410774
0.5264444444,27.34006734
0.5264444444,27.20538721
0.5264444444,27.47474747
0.5264444444,27.60942761
0.5273333333,27.47474747
0.5273333333,27.60942761
0.5273333333,27.34006734
0.5273333333,27.20538721
0.5282222222,27.47474747
0.5282222222,27.07070707
0.5282222222,27.60942761
0.5282222222,27.34006734
0.5282222222,27.20538721
0.5291111111,26.93602694
0.5291111111,27.20538721
0.5291111111,27.07070707
0.5291111111,27.34006734
0.5291111111,27.47474747
0.53,27.34006734
0.53,27.20538721
0.53,26.93602694
0.53,27.07070707
0.5308888889,26.8013468
0.5308888889,27.34006734
0.5308888889,27.07070707
0.5308888889,26.93602694
0.5308888889,27.20538721
0.5317777778,27.07070707
0.5317777778,26.8013468
0.5317777778,27.20538721
0.5317777778,26.93602694
0.5326666667,26.93602694
0.5326666667,26.66666667
0.5326666667,26.8013468
0.5326666667,27.20538721
0.5326666667,27.07070707
0.5335555556,26.93602694
0.5335555556,26.66666667
0.5335555556,27.07070707
0.5335555556,26.8013468
0.5344444444,26.66666667
0.5344444444,27.07070707
0.5344444444,26.8013468
0.5344444444,26.53198653
0.5344444444,26.93602694
0.5353333333,26.93602694
0.5353333333,26.66666667
0.5353333333,26.53198653
0.5353333333,26.8013468
0.5362222222,26.93602694
0.5362222222,26.8013468
0.5362222222,26.53198653
0.5362222222,26.3973064
0.5362222222,26.66666667
0.5371111111,26.3973064
0.5371111111,26.53198653
0.5371111111,26.66666667
0.5371111111,26.8013468
0.538,26.26262626
0.538,26.66666667
0.538,26.8013468
0.538,26.53198653
0.538,26.3973064
0.5388888889,26.53198653
0.5388888889,26.26262626
0.5388888889,26.3973064
0.5388888889,26.66666667
0.5397777778,26.3973064
0.5397777778,26.66666667
0.5397777778,26.53198653
0.5397777778,26.26262626
0.5397777778,26.12794613
0.5406666667,26.26262626
0.5406666667,26.12794613
0.5406666667,26.3973064
0.5406666667,26.53198653
0.5415555556,26.3973064
0.5415555556,26.53198653
0.5415555556,26.26262626
0.5415555556,25.99326599
0.5415555556,26.12794613
0.5424444444,25.99326599
0.5424444444,26.26262626
0.5424444444,26.3973064
0.5424444444,26.12794613
0.5433333333,25.85858586
0.5433333333,25.99326599
0.5433333333,26.12794613
0.5433333333,26.3973064
0.5433333333,26.26262626
0.5442222222,26.12794613
0.5442222222,25.85858586
0.5442222222,25.72390572
0.5442222222,25.99326599
0.5442222222,26.26262626
0.5451111111,25.85858586
0.5451111111,25.99326599
0.5451111111,25.72390572
0.5451111111,26.12794613
0.5451111111,26.26262626
0.546,25.99326599
0.546,26.12794613
0.546,25.72390572
0.546,25.85858586
0.5468888889,25.58922559
0.5468888889,25.85858586
0.5468888889,25.72390572
0.5468888889,25.99326599
0.5468888889,26.12794613
0.5477777778,25.85858586
0.5477777778,25.58922559
0.5477777778,25.99326599
0.5477777778,25.72390572
0.5486666667,25.45454545
0.5486666667,25.58922559
0.5486666667,25.72390572
0.5486666667,25.85858586
0.5486666667,25.99326599
0.5495555556,25.72390572
0.5495555556,25.85858586
0.5495555556,25.58922559
0.5495555556,25.45454545
0.5504444444,25.31986532
0.5504444444,25.72390572
0.5504444444,25.85858586
0.5504444444,25.58922559
0.5504444444,25.45454545
0.5513333333,25.31986532
0.5513333333,25.45454545
0.5513333333,25.58922559
0.5513333333,25.72390572
0.5522222222,25.18518519
0.5522222222,25.58922559
0.5522222222,25.45454545
0.5522222222,25.72390572
0.5522222222,25.31986532
0.5531111111,25.18518519
0.5531111111,25.45454545
0.5531111111,25.31986532
0.5531111111,25.58922559
0.554,25.58922559
0.554,25.31986532
0.554,25.05050505
0.554,25.45454545
0.554,25.18518519
0.5548888889,25.45454545
0.5548888889,25.31986532
0.5548888889,25.18518519
0.5548888889,25.05050505
0.5557777778,25.18518519
0.5557777778,25.05050505
0.5557777778,24.91582492
0.5557777778,25.31986532
0.5557777778,25.45454545
0.5566666667,25.18518519
0.5566666667,24.91582492
0.5566666667,25.05050505
0.5566666667,25.31986532
0.5575555556,25.18518519
0.5575555556,24.91582492
0.5575555556,24.78114478
0.5575555556,25.05050505
0.5575555556,25.31986532
0.5584444444,24.91582492
0.5584444444,24.78114478
0.5584444444,25.05050505
0.5584444444,25.18518519
0.5593333333,25.05050505
0.5593333333,25.18518519
0.5593333333,24.91582492
0.5593333333,24.64646465
0.5593333333,24.78114478
0.5602222222,24.64646465
0.5602222222,24.91582492
0.5602222222,24.78114478
0.5602222222,25.05050505
0.5611111111,24.78114478
0.5611111111,24.64646465
0.5611111111,24.51178451
0.5611111111,25.05050505
0.5611111111,24.91582492
0.562,24.91582492
0.562,24.51178451
0.562,24.64646465
0.562,24.78114478
0.5628888889,24.78114478
0.5628888889,24.64646465
0.5628888889,24.37710438
0.5628888889,24.91582492
0.5628888889,24.51178451
0.5637777778,24.78114478
0.5637777778,24.64646465
0.5637777778,24.37710438
0.5637777778,24.51178451
0.5646666667,24.37710438
0.5646666667,24.51178451
0.5646666667,24.24242424
0.5646666667,24.78114478
0.5646666667,24.64646465
0.5646666667,28.95622896
0.5655555556,24.51178451
0.5655555556,24.24242424
0.5655555556,24.64646465
0.5655555556,24.37710438
0.5664444444,24.64646465
0.5664444444,24.24242424
0.5664444444,24.10774411
0.5664444444,24.37710438
0.5664444444,24.51178451
0.5673333333,24.37710438
0.5673333333,24.10774411
0.5673333333,24.51178451
0.5673333333,24.24242424
0.5682222222,24.10774411
0.5682222222,24.24242424
0.5682222222,23.97306397
0.5682222222,24.37710438
0.5682222222,24.51178451
0.5691111111,24.24242424
0.5691111111,23.97306397
0.5691111111,24.37710438
0.5691111111,24.10774411
0.57,23.83838384
0.57,24.37710438
0.57,24.10774411
0.57,23.97306397
0.57,24.24242424
0.5708888889,23.83838384
0.5708888889,23.97306397
0.5708888889,24.10774411
0.5708888889,24.24242424
0.5717777778,24.10774411
0.5717777778,23.97306397
0.5717777778,24.24242424
0.5717777778,23.83838384
0.5717777778,23.7037037
0.5726666667,24.10774411
0.5726666667,23.97306397
0.5726666667,23.7037037
0.5726666667,23.83838384
0.5735555556,23.97306397
0.5735555556,23.7037037
0.5735555556,23.83838384
0.5735555556,24.10774411
0.5744444444,23.56902357
0.5744444444,23.7037037
0.5744444444,23.83838384
0.5744444444,23.97306397
0.5753333333,23.56902357
0.5753333333,23.83838384
0.5753333333,23.7037037
0.5753333333,23.97306397
0.5762222222,23.83838384
0.5762222222,23.56902357
0.5762222222,23.7037037
0.5762222222,23.97306397
0.5762222222,23.43434343
0.5771111111,23.7037037
0.5771111111,23.43434343
0.5771111111,23.83838384
0.5771111111,23.56902357
0.578,23.56902357
0.578,23.7037037
0.578,23.2996633
0.578,23.43434343
0.578,23.83838384
0.5788888889,23.2996633
0.5788888889,23.43434343
0.5788888889,23.56902357
0.5788888889,23.7037037
0.5797777778,23.56902357
0.5797777778,23.2996633
0.5797777778,23.7037037
0.5797777778,23.16498316
0.5797777778,23.43434343
0.5806666667,23.2996633
0.5806666667,23.16498316
0.5806666667,23.56902357
0.5806666667,23.43434343
0.5815555556,23.2996633
0.5815555556,23.56902357
0.5815555556,23.16498316
0.5815555556,23.43434343
0.5824444444,23.16498316
0.5824444444,23.03030303
0.5824444444,23.2996633
0.5824444444,23.43434343
0.5833333333,23.43434343
0.5833333333,23.03030303
0.5833333333,23.16498316
0.5833333333,23.2996633
0.5842222222,23.2996633
0.5842222222,23.16498316
0.5842222222,22.8956229
0.5842222222,23.03030303
0.5851111111,23.2996633
0.5851111111,23.16498316
0.5851111111,23.03030303
0.5851111111,22.8956229
0.586,22.76094276
0.586,22.8956229
0.586,23.03030303
0.586,23.2996633
0.586,23.16498316
0.5868888889,23.16498316
0.5868888889,23.03030303
0.5868888889,22.8956229
0.5868888889,22.76094276
0.5877777778,23.03030303
0.5877777778,22.62626263
0.5877777778,22.8956229
0.5877777778,22.76094276
0.5877777778,23.16498316
0.5886666667,23.03030303
0.5886666667,22.62626263
0.5886666667,22.8956229
0.5886666667,22.76094276
0.5895555556,22.76094276
0.5895555556,22.62626263
0.5895555556,22.8956229
0.5895555556,23.03030303
0.5904444444,22.49158249
0.5904444444,22.8956229
0.5904444444,22.76094276
0.5904444444,22.62626263
0.5913333333,22.49158249
0.5913333333,22.76094276
0.5913333333,22.62626263
0.5913333333,22.8956229
0.5922222222,22.35690236
0.5922222222,22.49158249
0.5922222222,22.62626263
0.5922222222,22.76094276
0.5922222222,22.8956229
0.5931111111,22.76094276
0.5931111111,22.62626263
0.5931111111,22.35690236
0.5931111111,22.49158249
0.594,22.35690236
0.594,22.22222222
0.594,22.49158249
0.594,22.76094276
0.594,22.62626263
0.5948888889,22.35690236
0.5948888889,22.49158249
0.5948888889,22.62626263
0.5948888889,22.22222222
0.5957777778,22.49158249
0.5957777778,22.62626263
0.5957777778,22.22222222
0.5957777778,22.35690236
0.5966666667,22.08754209
0.5966666667,22.35690236
0.5966666667,22.22222222
0.5966666667,22.49158249
0.5975555556,22.35690236
0.5975555556,22.08754209
0.5975555556,21.95286195
0.5975555556,22.22222222
0.5975555556,22.49158249
0.5984444444,21.95286195
0.5984444444,22.08754209
0.5984444444,22.22222222
0.5984444444,22.49158249
0.5984444444,22.35690236
0.5993333333,22.22222222
0.5993333333,21.95286195
0.5993333333,22.35690236
0.5993333333,22.08754209
0.6002222222,22.22222222
0.6002222222,21.95286195
0.6002222222,22.35690236
0.6002222222,22.08754209
0.6011111111,21.95286195
0.6011111111,21.81818182
0.6011111111,22.08754209
0.6011111111,22.22222222
0.602,21.81818182
0.602,22.22222222
0.602,21.95286195
0.602,22.08754209
0.6028888889,22.08754209
0.6028888889,21.95286195
0.6028888889,21.81818182
0.6028888889,21.68350168
0.6028888889,22.22222222
0.6037777778,21.68350168
0.6037777778,21.81818182
0.6037777778,21.95286195
0.6037777778,22.08754209
0.6046666667,21.68350168
0.6046666667,22.08754209
0.6046666667,21.54882155
0.6046666667,21.95286195
0.6046666667,21.81818182
0.6055555556,21.54882155
0.6055555556,21.68350168
0.6055555556,21.81818182
0.6055555556,21.95286195
0.6064444444,21.81818182
0.6064444444,21.95286195
0.6064444444,21.68350168
0.6064444444,21.54882155
0.6073333333,21.81818182
0.6073333333,21.95286195
0.6073333333,21.41414141
0.6073333333,21.68350168
0.6073333333,21.54882155
0.6082222222,21.41414141
0.6082222222,21.54882155
0.6082222222,21.81818182
0.6082222222,21.68350168
0.6091111111,21.27946128
0.6091111111,21.68350168
0.6091111111,21.54882155
0.6091111111,21.41414141
0.6091111111,21.81818182
0.61,21.27946128
0.61,21.54882155
0.61,21.41414141
0.61,21.68350168
0.6108888889,21.68350168
0.6108888889,21.41414141
0.6108888889,21.27946128
0.6108888889,21.54882155
0.6117777778,21.54882155
0.6117777778,21.41414141
0.6117777778,21.27946128
0.6117777778,21.14478114
0.6126666667,21.54882155
0.6126666667,21.41414141
0.6126666667,21.14478114
0.6126666667,21.27946128
0.6135555556,21.14478114
0.6135555556,21.01010101
0.6135555556,21.27946128
0.6135555556,21.41414141
0.6135555556,21.54882155
0.6144444444,21.41414141
0.6144444444,21.27946128
0.6144444444,21.01010101
0.6144444444,21.14478114
0.6153333333,21.27946128
0.6153333333,21.41414141
0.6153333333,21.01010101
0.6153333333,21.14478114
0.6162222222,20.87542088
0.6162222222,21.14478114
0.6162222222,21.01010101
0.6162222222,21.27946128
0.6171111111,21.14478114
0.6171111111,21.27946128
0.6171111111,21.01010101
0.6171111111,20.87542088
0.618,21.14478114
0.618,20.74074074
0.618,21.27946128
0.618,21.01010101
0.618,20.87542088
0.6188888889,21.14478114
0.6188888889,20.74074074
0.6188888889,21.01010101
0.6188888889,20.87542088
0.6197777778,20.87542088
0.6197777778,20.74074074
0.6197777778,21.01010101
0.6197777778,21.14478114
0.6206666667,21.01010101
0.6206666667,20.87542088
0.6206666667,20.74074074
0.6206666667,20.60606061
0.6215555556,21.01010101
0.6215555556,20.87542088
0.6215555556,20.74074074
0.6215555556,20.60606061
0.6224444444,20.60606061
0.6224444444,20.47138047
0.6224444444,20.74074074
0.6224444444,20.87542088
0.6224444444,21.01010101
0.6233333333,20.87542088
0.6233333333,20.74074074
0.6233333333,20.47138047
0.6233333333,20.60606061
0.6242222222,20.87542088
0.6242222222,20.74074074
0.6242222222,20.47138047
0.6242222222,20.60606061
0.6251111111,20.47138047
0.6251111111,20.60606061
0.6251111111,20.33670034
0.6251111111,20.87542088
0.6251111111,20.74074074
0.626,20.47138047
0.626,20.74074074
0.626,20.33670034
0.626,20.60606061
0.6268888889,20.2020202
0.6268888889,20.74074074
0.6268888889,20.47138047
0.6268888889,20.33670034
0.6268888889,20.60606061
0.6277777778,20.2020202
0.6277777778,20.47138047
0.6277777778,20.33670034
0.6277777778,20.60606061
0.6286666667,20.33670034
0.6286666667,20.06734007
0.6286666667,20.2020202
0.6286666667,20.47138047
0.6286666667,20.60606061
0.6295555556,20.06734007
0.6295555556,20.47138047
0.6295555556,20.33670034
0.6295555556,20.2020202
0.6295555556,20.60606061
0.6304444444,20.2020202
0.6304444444,20.06734007
0.6304444444,20.47138047
0.6304444444,20.33670034
0.6313333333,20.33670034
0.6313333333,20.2020202
0.6313333333,20.06734007
0.6313333333,20.47138047
0.6322222222,20.33670034
0.6322222222,20.06734007
0.6322222222,20.2020202
0.6322222222,19.93265993
0.6331111111,19.93265993
0.6331111111,20.06734007
0.6331111111,20.2020202
0.6331111111,20.33670034
0.634,19.93265993
0.634,20.2020202
0.634,20.33670034
0.634,20.06734007
0.6348888889,20.2020202
0.6348888889,20.06734007
0.6348888889,19.7979798
0.6348888889,19.93265993
0.6357777778,19.7979798
0.6357777778,20.06734007
0.6357777778,19.93265993
0.6357777778,20.2020202
0.6366666667,19.7979798
0.6366666667,19.93265993
0.6366666667,20.2020202
0.6366666667,19.66329966
0.6366666667,20.06734007
0.6375555556,20.06734007
0.6375555556,19.93265993
0.6375555556,19.7979798
0.6375555556,19.66329966
0.6384444444,19.66329966
0.6384444444,20.06734007
0.6384444444,19.93265993
0.6384444444,19.7979798
0.6384444444,23.83838384
0.6393333333,19.7979798
0.6393333333,19.66329966
0.6393333333,19.93265993
0.6393333333,20.06734007
0.6393333333,19.52861953
0.6402222222,19.66329966
0.6402222222,19.52861953
0.6402222222,20.06734007
0.6402222222,19.7979798
0.6402222222,19.93265993
0.6411111111,19.7979798
0.6411111111,19.93265993
0.6411111111,19.66329966
0.6411111111,19.52861953
0.642,19.52861953
0.642,19.7979798
0.642,19.66329966
0.642,19.39393939
0.6428888889,19.7979798
0.6428888889,19.52861953
0.6428888889,19.39393939
0.6428888889,19.66329966
0.6437777778,19.39393939
0.6437777778,19.52861953
0.6437777778,19.25925926
0.6437777778,19.7979798
0.6437777778,19.66329966
0.6446666667,19.39393939
0.6446666667,19.66329966
0.6446666667,19.25925926
0.6446666667,19.52861953
0.6455555556,19.66329966
0.6455555556,19.52861953
0.6455555556,19.39393939
0.6455555556,19.25925926
0.6464444444,19.66329966
0.6464444444,19.12457912
0.6464444444,19.39393939
0.6464444444,19.25925926
0.6464444444,19.52861953
0.6464444444,23.83838384
0.6473333333,19.12457912
0.6473333333,19.25925926
0.6473333333,19.52861953
0.6473333333,19.39393939
0.6482222222,19.39393939
0.6482222222,19.25925926
0.6482222222,19.52861953
0.6482222222,19.12457912
0.6491111111,19.25925926
0.6491111111,19.12457912
0.6491111111,19.39393939
0.6491111111,18.98989899